id,first_name,last_name,isEmpty
982,Modesty,Goodhand,true
983,Gabriell,Roose,true
984,Jonathan,Marton,true
985,Giff,Pagelsen,false
986,Allene,McGuinley,true
987,Ed,Prime,true
988,Conni,Rosso,true
989,Ynez,Jaan,true
990,Padraig,Jerdon,true
991,Wenona,Gibbieson,false
992,Fredric,Godley,false
993,Meade,Forsdike,true
994,Bert,Fishe,true
995,Loren,Hughman,false
996,Ave,Whimp,false
997,Fonsie,Gouldstone,false
998,Kathleen,Batisse,true
999,Sauncho,Worboy,false
1000,Kipp,Grenfell,false
